Date,Bill No,CustomerName,SalesType,GrossAmt,GST Amt,TotAmt
27/03/2024,7,    ,CASH,99.13,6.87,106
27/03/2024,8,    ,CASH,475.33,3.67,479
27/03/2024,9,    ,CASH,444.3,11.7,456
27/03/2024,10,    ,CASH,309.72,14.78,325
27/03/2024,11,    ,CASH,94.95,3.05,98
27/03/2024,12,    ,CASH,30,0,30
28/03/2024,1,    ,CASH,97.57,1.43,99
28/03/2024,2,    ,CASH,114,0,114
28/03/2024,3,    ,CARD,102,0,102
28/03/2024,4,    ,CASH,152.95,3.05,156
28/03/2024,5,    ,CASH,190,0,190
28/03/2024,6,    ,CASH,94.14,0.86,95
28/03/2024,7,    ,CASH,180.19,5.31,186
28/03/2024,8,    ,CASH,141,0,141
28/03/2024,9,    ,CASH,449.55,6.45,456
28/03/2024,10,    ,CASH,283,0,283
28/03/2024,11,    ,CASH,224.23,6.27,231
28/03/2024,12,    ,CASH,567.82,18.18,586
28/03/2024,13,    ,CARD,106.53,2.97,110
28/03/2024,14,    ,CASH,88.38,6.62,95
29/03/2024,1,    ,SPLIT,187.08,5.92,193
29/03/2024,2,    ,CASH,93,0,93
29/03/2024,3,    ,CASH,32.5,0,33
29/03/2024,4,    ,CASH,130.95,3.05,134
29/03/2024,5,    ,CASH,109.5,17.5,127
29/03/2024,6,    ,CASH,105,0,105
29/03/2024,7,    ,SPLIT,128.47,1.53,130
29/03/2024,8,    ,CASH,63.56,11.44,75
29/03/2024,9,    ,CASH,79,0,79
29/03/2024,10,    ,CASH,80.84,9.16,90
29/03/2024,11,    ,CASH,77.18,7.82,85
29/03/2024,12,    ,CASH,78.9,6.1,85
29/03/2024,13,    ,CASH,113.4,11.6,125
29/03/2024,14,    ,CASH,465.03,12.97,478
29/03/2024,16,    ,CASH,781.27,14.23,796
29/03/2024,17,    ,CASH,439.5,0,440
29/03/2024,18,    ,CASH,70,0,70
29/03/2024,19,    ,CASH,100.58,4.42,105
29/03/2024,20,    ,CASH,96.9,1.6,99
30/03/2024,1,    ,CARD,112,0,112
30/03/2024,2,    ,CARD,100,0,100
30/03/2024,3,    ,CASH,76,0,76
30/03/2024,4,    ,CASH,124.27,15.73,140
30/03/2024,5,    ,CASH,106,0,106
30/03/2024,6,    ,CARD,120,0,120
30/03/2024,7,    ,CASH,74,3,77
30/03/2024,8,    ,CASH,63,0,63
30/03/2024,9,    ,CASH,129.9,6.1,136
30/03/2024,10,    ,CASH,70,0,70
30/03/2024,11,    ,CASH,45,0,45
30/03/2024,12,    ,CASH,8.47,1.53,10
30/03/2024,13,    ,CASH,1076.27,13.73,1090
30/03/2024,14,    ,CASH,275,0,275
30/03/2024,15,    ,CASH,163.43,1.07,165
30/03/2024,16,    ,CASH,118.47,1.53,120
31/03/2024,1,    ,CASH,422,0,422
31/03/2024,2,    ,CASH,130,0,130
31/03/2024,3,    ,CASH,102.84,9.16,112
31/03/2024,4,    ,CASH,60,0,60
31/03/2024,5,    ,CARD,134.99,2.01,137
31/03/2024,6,    ,CASH,101.9,3.1,105
31/03/2024,7,    ,CARD,50,0,50
31/03/2024,8,    ,CASH,69,0,69
31/03/2024,9,    ,CASH,96.95,3.05,100
31/03/2024,10,    ,CASH,200,10,210
31/03/2024,11,    ,CARD,131.85,21.15,153
31/03/2024,12,    ,CASH,94.04,12.96,107
31/03/2024,13,    ,CARD,50.84,9.16,60
31/03/2024,14,    ,CASH,100,0,100
31/03/2024,15,    ,CASH,119,0,119
31/03/2024,16,    ,CASH,849.05,3.95,853
31/03/2024,17,    ,CASH,1340.11,35.89,1376
31/03/2024,18,    ,CASH,195.61,8.39,204
31/03/2024,19,    ,CASH,75,0,75
31/03/2024,20,    ,CASH,103.99,2.01,106
31/03/2024,21,    ,CASH,20,0,20
01/04/2024,1,    ,CASH,245.14,6.86,252
01/04/2024,2,    ,CASH,81.47,1.53,83
01/04/2024,3,    ,CASH,96,0,96
01/04/2024,4,    ,CASH,141,0,141
01/04/2024,5,    ,CASH,103,0,103
01/04/2024,6,    ,SPLIT,66.95,3.05,70
01/04/2024,7,    ,CASH,195.37,7.63,203
01/04/2024,8,    ,CASH,91.43,3.07,95
01/04/2024,9,    ,CASH,122.93,1.07,124
01/04/2024,10,    ,CASH,188,0,188
01/04/2024,11,    ,CASH,68,0,68
01/04/2024,12,    ,CARD,248.36,23.64,272
01/04/2024,13,    ,CASH,86,0,86
01/04/2024,14,    ,CASH,594.57,1.43,596
01/04/2024,15,    ,CASH,53,0,53
01/04/2024,16,    ,CASH,846.64,28.36,875
01/04/2024,17,    ,CASH,80,0,80
02/04/2024,1,    ,CARD,108,0,108
02/04/2024,2,    ,CASH,64.9,2.1,67
02/04/2024,3,    ,CASH,155,0,155
02/04/2024,4,    ,CASH,127.54,22.96,151
02/04/2024,5,    ,CASH,71.25,8.75,80
02/04/2024,6,    ,CASH,41.71,2.29,44
02/04/2024,7,    ,CASH,99.32,10.68,110
02/04/2024,8,    ,CASH,195.47,5.53,201
02/04/2024,9,    ,CASH,42.37,7.63,50
02/04/2024,10,    ,CARD,78,0,78
02/04/2024,11,    ,CASH,62.26,2.74,65
02/04/2024,12,    ,CARD,434.55,63.45,498
02/04/2024,13,    ,CARD,85,0,85
02/04/2024,14,    ,CASH,130,0,130
02/04/2024,15,    ,CASH,1017.54,21.46,1039
02/04/2024,16,    ,CASH,79,0,79
02/04/2024,17,    ,CARD,257,0,257
02/04/2024,18,    ,SPLIT,306,0,306
02/04/2024,19,    ,CASH,30,0,30
02/04/2024,20,    ,CASH,25.62,4.38,30
02/04/2024,21,    ,CASH,20,0,20
03/04/2024,1,    ,CASH,103,0,103
03/04/2024,2,    ,CASH,128.5,0,129
03/04/2024,3,    ,CASH,167.54,22.96,191
03/04/2024,4,    ,CASH,86,0,86
03/04/2024,5,    ,CASH,125,0,125
03/04/2024,6,    ,CASH,185,0,185
03/04/2024,7,    ,CASH,267.28,35.22,303
03/04/2024,8,    ,CASH,147.47,4.53,152
03/04/2024,9,    ,CASH,177,0,177
03/04/2024,10,    ,CASH,143.55,11.45,155
03/04/2024,11,    ,SPLIT,165.47,1.53,167
03/04/2024,12,    ,CASH,629.32,9.68,639
03/04/2024,13,    ,CASH,104.76,5.24,110
03/04/2024,15,    ,CASH,394.12,8.88,403
03/04/2024,16,    ,CASH,221.9,6.1,228
03/04/2024,17,    ,CASH,625.46,26.54,652
03/04/2024,18,    ,CASH,50,0,50
03/04/2024,19,    ,CARD,101.69,18.31,120
04/04/2024,1,    ,CASH,169.45,3.05,173
04/04/2024,2,    ,CASH,118.04,2.96,121
04/04/2024,3,    ,CASH,60,0,60
04/04/2024,4,    ,CASH,99,0,99
04/04/2024,5,    ,CASH,66.86,2.14,69
04/04/2024,6,    ,CASH,100,0,100
04/04/2024,7,    ,CARD,194.57,22.43,217
04/04/2024,8,    ,CASH,79.5,3,83
04/04/2024,10,    ,CASH,605.14,3.36,609
04/04/2024,11,    ,CASH,625.79,14.21,640
04/04/2024,12,    ,CASH,84,0,84
04/04/2024,13,    ,CASH,98.5,0,99
04/04/2024,14,    ,SPLIT,51.76,8.24,60
04/04/2024,15,    ,CARD,30,0,30
05/04/2024,1,    ,CASH,68.08,0.92,69
05/04/2024,2,    ,CASH,46.61,8.39,55
05/04/2024,3,    ,CASH,116,0,116
05/04/2024,4,    ,CASH,84.21,6.79,91
05/04/2024,5,    ,CASH,100.49,12.51,113
05/04/2024,6,    ,CASH,496.53,15.97,513
05/04/2024,7,    ,CASH,146,0,146
05/04/2024,8,    ,CASH,122.9,6.1,129
05/04/2024,9,    ,CASH,405.32,10.68,416
05/04/2024,10,    ,CASH,241.21,2.29,244
05/04/2024,11,    ,CASH,78,0,78
05/04/2024,12,    ,CASH,292.48,6.52,299
05/04/2024,13,    ,CASH,148.03,12.97,161
05/04/2024,14,    ,CASH,177.5,0,178
05/04/2024,15,    ,CASH,188.98,29.52,219
05/04/2024,16,    ,CASH,311.57,1.43,313
05/04/2024,17,    ,CASH,50,0,50
06/04/2024,1,    ,CASH,156.62,4.38,161
06/04/2024,2,    ,CASH,160.23,10.77,171
06/04/2024,3,    ,CARD,300,0,300
06/04/2024,4,    ,CASH,899.91,28.09,928
06/04/2024,5,    ,CASH,174,0,174
06/04/2024,6,    ,CASH,99,0,99
06/04/2024,7,    ,CASH,190.08,9.92,200
06/04/2024,8,    ,CASH,224.94,5.06,230
06/04/2024,9,    ,CASH,111.46,0.54,112
06/04/2024,10,    ,CASH,110.84,9.16,120
06/04/2024,11,    ,CASH,33.9,6.1,40
06/04/2024,12,    ,CASH,45,3,48
07/04/2024,1,    ,CASH,299.4,8.6,308
07/04/2024,2,    ,CASH,99,0,99
07/04/2024,3,    ,CARD,130,0,130
07/04/2024,4,    ,CASH,244.93,1.07,246
07/04/2024,5,    ,CASH,48.43,1.57,50
07/04/2024,6,    ,CASH,263,0,263
07/04/2024,7,    ,CASH,172,0,172
07/04/2024,8,    ,CASH,72.83,7.17,80
07/04/2024,9,    ,CASH,270,0,270
07/04/2024,10,    ,CASH,93.9,15.1,109
07/04/2024,11,    ,CASH,81.5,0,82
07/04/2024,12,    ,CASH,124.95,3.05,128
07/04/2024,13,    ,CASH,266,0,266
07/04/2024,14,    ,CASH,75.59,6.41,82
07/04/2024,15,    ,CASH,76.27,13.73,90
07/04/2024,16,    ,CASH,1525.77,33.73,1560
07/04/2024,17,    ,CASH,987.49,68.51,1056
07/04/2024,18,    ,CASH,125.86,3.14,129
08/04/2024,1,    ,CASH,130,0,130
08/04/2024,2,    ,CARD,152,0,152
08/04/2024,3,    ,CASH,99.09,9.91,109
08/04/2024,4,    ,CASH,296.47,1.53,298
08/04/2024,5,    ,CASH,26,0,26
08/04/2024,6,    ,CASH,65.08,9.92,75
08/04/2024,7,    ,CASH,96.95,3.05,100
08/04/2024,8,    ,CASH,59,0,59
08/04/2024,9,    ,CASH,20,0,20
08/04/2024,10,    ,CASH,82,0,82
08/04/2024,11,    ,CASH,1279.78,25.47,1305
08/04/2024,12,    ,CASH,724,0,724
08/04/2024,13,    ,CARD,337.67,21.33,359
08/04/2024,14,    ,CASH,57.93,4.07,62
08/04/2024,15,    ,CASH,48,0,48
08/04/2024,16,    ,CARD,73.81,1.19,75
08/04/2024,17,    ,CASH,101.46,7.04,109
08/04/2024,18,    ,CASH,45,0,45
08/04/2024,19,    ,CASH,81,0,81
09/04/2024,2,    ,CASH,168,0,168
09/04/2024,3,    ,CASH,76.76,5.49,82
09/04/2024,4,    ,CASH,225.85,9.15,235
09/04/2024,5,    ,CASH,96,0,96
09/04/2024,6,    ,CASH,96,0,96
09/04/2024,7,    ,CASH,97.86,2.14,100
09/04/2024,8,    ,CASH,217.46,0.54,218
09/04/2024,9,    ,CASH,638.34,35.16,674
09/04/2024,10,    ,CARD,170,0,170
09/04/2024,11,    ,CASH,85,0,85
09/04/2024,12,    ,CASH,1371.97,35.03,1407
09/04/2024,13,    ,CASH,231.86,3.14,235
09/04/2024,14,    ,CARD,235.64,3.36,239
09/04/2024,15,    ,CASH,359.45,3.05,363
09/04/2024,16,    ,CASH,35,0,35
09/04/2024,17,    ,CASH,166.27,13.73,180
09/04/2024,18,    ,CASH,48,0,48
10/04/2024,1,    ,CASH,218,0,218
10/04/2024,2,    ,SPLIT,190.37,7.63,198
10/04/2024,3,    ,CASH,78.37,7.63,86
10/04/2024,4,    ,CARD,109,0,109
10/04/2024,5,    ,CASH,81,0,81
10/04/2024,6,    ,CASH,338.81,10.19,349
10/04/2024,7,    ,CASH,652.51,23.49,676
10/04/2024,8,    ,CASH,407.86,5.14,413
10/04/2024,9,    ,CASH,393.58,5.42,399
10/04/2024,10,    ,CASH,47.37,7.63,55
10/04/2024,11,    ,CASH,131.93,4.07,136
10/04/2024,12,    ,CASH,124.05,5.95,130
10/04/2024,13,    ,CASH,355,0,355
11/04/2024,1,    ,CARD,181.43,18.07,200
11/04/2024,2,    ,CASH,95,0,95
11/04/2024,3,    ,CARD,143,0,143
11/04/2024,4,    ,CASH,50,0,50
11/04/2024,5,    ,CASH,236.78,28.22,265
11/04/2024,6,    ,CASH,469.33,13.17,483
11/04/2024,7,    ,CASH,1191.39,10.11,1202
11/04/2024,8,    ,CASH,191.47,1.53,193
11/04/2024,9,    ,CASH,343.34,4.99,348
11/04/2024,10,    ,CASH,28,0,28
11/04/2024,11,    ,SPLIT,58.53,8.47,67
11/04/2024,12,    ,CASH,49.66,5.34,55
12/04/2024,1,    ,CASH,196,0,196
12/04/2024,2,    ,CASH,305.25,16.25,322
12/04/2024,3,    ,CASH,90.68,0.32,91
12/04/2024,4,    ,CASH,78,0,78
12/04/2024,5,    ,CASH,106,0,106
12/04/2024,6,    ,CASH,110.39,7.61,118
12/04/2024,7,    ,CASH,113.39,18.61,132
12/04/2024,8,    ,CASH,212.33,3.67,216
12/04/2024,9,    ,CASH,152.98,10.02,163
12/04/2024,10,    ,CASH,1050.48,30.52,1081
12/04/2024,11,    ,CASH,163.81,8.19,172
12/04/2024,12,    ,CASH,814.02,10.98,825
12/04/2024,13,    ,CARD,95.37,7.63,103
13/04/2024,1,    ,CASH,103,0,103
13/04/2024,2,    ,CASH,103.62,2.38,106
13/04/2024,3,    ,CASH,104.5,0,105
13/04/2024,4,    ,CASH,103.39,18.61,122
13/04/2024,5,    ,CASH,176,0,176
13/04/2024,6,    ,CASH,124.26,6.74,131
13/04/2024,7,    ,CASH,70,0,70
13/04/2024,8,    ,CASH,60,0,60
13/04/2024,9,    ,CASH,160.09,4.91,165
13/04/2024,10,    ,CASH,63.5,6,70
13/04/2024,11,    ,CASH,222.64,6.86,230
13/04/2024,12,    ,CARD,76,0,76
13/04/2024,13,    ,CASH,88.47,1.53,90
13/04/2024,14,    ,CASH,1323.85,33.65,1358
13/04/2024,15,    ,CASH,50,0,50
13/04/2024,16,    ,CARD,49.66,5.34,55
13/04/2024,17,    ,CASH,27,0,27
13/04/2024,18,    ,CASH,50,0,50
14/04/2024,1,    ,CASH,103,0,103
14/04/2024,2,    ,CASH,50,0,50
14/04/2024,3,    ,CASH,138,4,142
14/04/2024,4,    ,CASH,170.05,5.95,176
14/04/2024,5,    ,CASH,78.47,1.53,80
14/04/2024,6,    ,CASH,50,0,50
14/04/2024,7,    ,CASH,103.98,16.02,120
14/04/2024,8,    ,CASH,163.95,2.05,166
14/04/2024,9,    ,CARD,71.25,3.75,75
14/04/2024,10,    ,CASH,80,0,80
14/04/2024,11,    ,CARD,208,0,208
14/04/2024,12,    ,CASH,1620.12,66.38,1687
14/04/2024,13,    ,CASH,159,0,159
14/04/2024,14,    ,CARD,111.53,16.47,128
14/04/2024,15,    ,SPLIT,109.47,1.53,111
14/04/2024,16,    ,CASH,252.6,14.4,267
15/04/2024,1,    ,CASH,109.8,12.2,122
15/04/2024,2,    ,CASH,49.5,0,50
15/04/2024,3,    ,CASH,343.03,12.97,356
15/04/2024,4,    ,CASH,91.9,6.1,98
15/04/2024,5,    ,CASH,144.07,25.93,170
15/04/2024,6,    ,CASH,219.32,10.68,230
15/04/2024,7,    ,CASH,121.62,4.38,126
15/04/2024,8,    ,CASH,231.13,6.87,238
15/04/2024,9,    ,CASH,614.37,7.63,622
15/04/2024,10,    ,CASH,313.84,11.16,325
15/04/2024,11,    ,CASH,161,0,161
15/04/2024,12,    ,CASH,32,0,32
15/04/2024,13,    ,CASH,176.7,18.3,195
15/04/2024,14,    ,CASH,25.62,4.38,30
16/04/2024,1,    ,CASH,79.47,3.53,83
16/04/2024,2,    ,CASH,124,0,124
16/04/2024,3,    ,CASH,93.58,0.92,95
16/04/2024,4,    ,CASH,111.25,0,111
16/04/2024,5,    ,CASH,1086.99,12.01,1099
16/04/2024,6,    ,CASH,351.74,15.26,367
16/04/2024,7,    ,CASH,88,0,88
16/04/2024,8,    ,CASH,61.74,2.26,64
16/04/2024,9,    ,CASH,171,0,171
16/04/2024,10,    ,CASH,20,0,20
17/04/2024,1,    ,CASH,142.37,7.63,150
17/04/2024,2,    ,CASH,39.5,0,40
17/04/2024,3,    ,CASH,70,0,70
17/04/2024,4,    ,CASH,138,0,138
17/04/2024,5,    ,CASH,50,0,50
17/04/2024,6,    ,CASH,303.51,14.49,318
17/04/2024,7,    ,CASH,85.71,4.29,90
17/04/2024,8,    ,CASH,123,0,123
17/04/2024,9,    ,CASH,96.94,3.06,100
17/04/2024,10,    ,CASH,1361.57,44.43,1406
17/04/2024,11,    ,CARD,111.21,19.79,131
17/04/2024,12,    ,CASH,28.93,1.07,30
17/04/2024,13,    ,CASH,230.84,9.16,240
17/04/2024,14,    ,CASH,75,3,78
17/04/2024,15,    ,CASH,41.25,8.75,50
17/04/2024,16,    ,CASH,225.98,5.02,231
18/04/2024,1,    ,CASH,194.95,3.05,198
18/04/2024,2,    ,CASH,66,0,66
18/04/2024,3,    ,CASH,179,0,179
18/04/2024,4,    ,CASH,127,0,127
18/04/2024,5,    ,CASH,158.52,0.48,159
18/04/2024,6,    ,CARD,155.5,0,156
18/04/2024,7,    ,CASH,100,0,100
18/04/2024,8,    ,CASH,970.29,35.71,1006
18/04/2024,9,    ,CASH,364.77,28.23,393
18/04/2024,10,    ,CASH,20,0,20
18/04/2024,11,    ,CASH,50,0,50
18/04/2024,12,    ,CASH,118.84,9.16,128
18/04/2024,13,    ,CASH,70,0,70
18/04/2024,14,    ,CASH,16.95,3.05,20
18/04/2024,15,    ,CASH,25,0,25
18/04/2024,16,    ,CASH,21,0,21
19/04/2024,1,    ,SPLIT,164.52,2.48,167
19/04/2024,2,    ,CASH,74.81,5.19,80
19/04/2024,3,    ,CASH,78.81,1.19,80
19/04/2024,4,    ,CASH,125.95,3.05,129
19/04/2024,5,    ,CARD,131,0,131
19/04/2024,6,    ,CASH,20,0,20
19/04/2024,7,    ,CASH,115,0,115
19/04/2024,8,    ,CASH,133.95,3.05,137
19/04/2024,9,    ,CASH,94,0,94
19/04/2024,10,    ,CARD,125,0,125
19/04/2024,11,    ,CASH,857.05,13.95,871
19/04/2024,12,    ,CASH,224.94,15.06,240
19/04/2024,13,    ,CASH,50,0,50
20/04/2024,1,    ,CASH,189,0,189
20/04/2024,2,    ,CASH,126,0,126
20/04/2024,3,    ,CASH,36.19,3.81,40
20/04/2024,4,    ,CASH,141.52,0.48,142
20/04/2024,5,    ,CASH,100,0,100
20/04/2024,6,    ,CARD,126.7,18.3,145
20/04/2024,7,    ,CASH,107.05,0.95,108
20/04/2024,8,    ,CASH,251.47,2.53,254
20/04/2024,9,    ,CARD,151.51,14.49,166
20/04/2024,10,    ,CASH,737.06,30.44,768
20/04/2024,11,    ,CASH,104,0,104
20/04/2024,12,    ,CASH,66.94,3.06,70
21/04/2024,1,    ,CASH,255,0,255
21/04/2024,2,    ,CASH,191.05,5.95,197
21/04/2024,3,    ,CASH,60,0,60
21/04/2024,4,    ,CASH,125,0,125
21/04/2024,5,    ,CASH,129,0,129
21/04/2024,6,    ,CASH,113.75,15.25,129
21/04/2024,7,    ,CARD,207.85,9.15,217
21/04/2024,8,    ,CARD,144,0,144
21/04/2024,9,    ,CASH,77.32,5.68,83
21/04/2024,10,    ,CASH,278.64,21.36,300
21/04/2024,11,    ,CASH,66,0,66
21/04/2024,12,    ,CASH,88.47,1.53,90
21/04/2024,13,    ,CARD,335.11,22.89,358
21/04/2024,14,    ,CASH,168,0,168
21/04/2024,15,    ,CARD,45.71,4.29,50
21/04/2024,16,    ,CASH,113,0,113
21/04/2024,17,    ,CASH,996.49,34.01,1031
21/04/2024,18,    ,CASH,688.02,29.98,718
21/04/2024,19,    ,CASH,109,0,109
21/04/2024,20,    ,CASH,162.95,3.05,166
21/04/2024,21,    ,CASH,262.29,17.71,280
21/04/2024,22,    ,CASH,179.32,10.68,190
21/04/2024,23,    ,CASH,18.95,3.05,22
22/04/2024,1,    ,CASH,225,0,225
22/04/2024,2,    ,CASH,55.47,1.53,57
22/04/2024,3,    ,CASH,175,0,175
22/04/2024,4,    ,CASH,149,0,149
22/04/2024,5,    ,CASH,70,0,70
22/04/2024,6,    ,CARD,254.47,7.53,262
22/04/2024,7,    ,CASH,95,0,95
22/04/2024,8,    ,CASH,105.44,6.56,112
22/04/2024,9,    ,CASH,215.6,24.4,240
22/04/2024,10,    ,CASH,486.76,7.24,494
22/04/2024,11,    ,CASH,304.95,17.55,323
22/04/2024,12,    ,CASH,388.47,10.53,399
22/04/2024,13,    ,CASH,66.71,2.29,69
22/04/2024,14,    ,CASH,1427.75,27.75,1456
22/04/2024,15,    ,CASH,120.85,9.15,130
22/04/2024,16,    ,CARD,58.47,1.53,60
22/04/2024,17,    ,CASH,38.14,6.86,45
23/04/2024,1,    ,SPLIT,317.38,5.62,323
23/04/2024,2,    ,CASH,169,0,169
23/04/2024,3,    ,CASH,103.33,1.67,105
23/04/2024,4,    ,CARD,146.95,3.05,150
23/04/2024,5,    ,CASH,99.71,6.29,106
23/04/2024,6,    ,CASH,82,0,82
23/04/2024,7,    ,CASH,147.03,12.97,160
23/04/2024,8,    ,CARD,98,0,98
23/04/2024,9,    ,CASH,78.24,2.76,81
23/04/2024,10,    ,CASH,419.68,7.82,428
23/04/2024,11,    ,CASH,728.18,12.32,741
23/04/2024,12,    ,CASH,70,0,70
23/04/2024,13,    ,CASH,354.62,10.38,365
23/04/2024,14,    ,CASH,84.08,0.92,85
23/04/2024,15,    ,CASH,1066.74,41.26,1108
23/04/2024,16,    ,CASH,301.72,4.28,306
23/04/2024,17,    ,CASH,46.94,3.06,50
24/04/2024,1,    ,CASH,208,0,208
24/04/2024,2,    ,CASH,97.05,0.95,98
24/04/2024,3,    ,CASH,99.05,3.95,103
24/04/2024,4,    ,CARD,221.66,5.34,227
24/04/2024,5,    ,CASH,101.7,18.3,120
24/04/2024,6,    ,CASH,426.1,28.9,455
24/04/2024,7,    ,CASH,1301.78,48.22,1350
24/04/2024,8,    ,CASH,569.33,16.17,586
24/04/2024,9,    ,CASH,293,0,293
24/04/2024,10,    ,CASH,17.86,2.14,20
25/04/2024,1,    ,CASH,411.55,19.45,431
25/04/2024,2,    ,CASH,189,0,189
25/04/2024,3,    ,CASH,125,0,125
25/04/2024,4,    ,CASH,92.63,14.87,108
25/04/2024,5,    ,CASH,265,0,265
25/04/2024,6,    ,CARD,220,0,220
25/04/2024,7,    ,CASH,132.71,2.29,135
25/04/2024,8,    ,CASH,523.33,3.67,527
25/04/2024,9,    ,CASH,210.16,3.84,214
25/04/2024,10,    ,CASH,825.12,22.88,848
25/04/2024,11,    ,CASH,78.47,1.53,80
25/04/2024,12,    ,CASH,10,0,10
26/04/2024,1,    ,CASH,204.9,15.1,220
26/04/2024,2,    ,CASH,100,0,100
26/04/2024,3,    ,CASH,90,0,90
26/04/2024,4,    ,CASH,27.69,0.31,28
26/04/2024,5,    ,CASH,100,0,100
26/04/2024,6,    ,CASH,372.36,39.64,412
26/04/2024,7,    ,CASH,548.62,4.38,553
26/04/2024,8,    ,CASH,1103.88,51.12,1155
26/04/2024,9,    ,CASH,83,0,83
27/04/2024,1,    ,CASH,128.47,1.53,130
27/04/2024,2,    ,CASH,109,0,109
27/04/2024,3,    ,CASH,84.71,5.29,90
27/04/2024,4,    ,CASH,147,0,147
27/04/2024,5,    ,CARD,169.66,5.34,175
27/04/2024,6,    ,CASH,50.42,9.08,60
27/04/2024,7,    ,CASH,72.05,0.95,73
27/04/2024,8,    ,CASH,575.21,4.29,580
27/04/2024,9,    ,CASH,651.66,18.34,670
27/04/2024,10,    ,CASH,192.45,8.55,201
27/04/2024,11,    ,CASH,160,0,160
27/04/2024,12,    ,CASH,46,0,46
27/04/2024,13,    ,CASH,40,0,40
27/04/2024,14,    ,CASH,150.71,4.29,155
27/04/2024,15,    ,CASH,90,0,90
27/04/2024,16,    ,CASH,54.47,1.53,56
28/04/2024,1,    ,CASH,123,0,123
28/04/2024,2,    ,CASH,138,0,138
28/04/2024,3,    ,CASH,242.55,5.95,249
28/04/2024,4,    ,CASH,100.41,5.34,106
28/04/2024,5,    ,CASH,90,0,90
28/04/2024,6,    ,CASH,83.47,1.53,85
28/04/2024,7,    ,CASH,110,0,110
28/04/2024,8,    ,CASH,122,0,122
28/04/2024,9,    ,CASH,988.42,27.08,1016
28/04/2024,10,    ,CASH,958.32,48.68,1007
28/04/2024,11,    ,CASH,97,0,97
28/04/2024,12,    ,CARD,293.5,0,294
28/04/2024,13,    ,CASH,356.11,9.39,366
28/04/2024,14,    ,CASH,99.27,5.73,105
28/04/2024,15,    ,CASH,108,0,108
28/04/2024,16,    ,CASH,31,0,31
28/04/2024,17,    ,CASH,26.95,3.05,30
28/04/2024,18,    ,CASH,50.95,3.05,54
28/04/2024,19,    ,CASH,35,0,35
29/04/2024,1,    ,CASH,106,0,106
29/04/2024,2,    ,CASH,240,0,240
29/04/2024,3,    ,CASH,223.37,4.42,228
29/04/2024,4,    ,CASH,146.19,3.81,150
29/04/2024,5,    ,CARD,118.08,9.92,128
29/04/2024,6,    ,CASH,75.24,0.76,76
29/04/2024,7,    ,CASH,75,0,75
29/04/2024,8,    ,CASH,113.9,6.1,120
29/04/2024,9,    ,CARD,150,0,150
29/04/2024,10,    ,CASH,178.97,1.53,181
29/04/2024,11,    ,CARD,208.5,0,209
29/04/2024,12,    ,CASH,70,0,70
29/04/2024,13,    ,CASH,244.95,3.05,248
29/04/2024,14,    ,CARD,223.46,17.54,241
29/04/2024,15,    ,CASH,953.97,36.53,991
29/04/2024,16,    ,CASH,94.39,5.11,100
29/04/2024,17,    ,CASH,100,0,100
29/04/2024,18,    ,CASH,20,0,20
29/04/2024,19,    ,SPLIT,148.18,10.82,159
29/04/2024,20,    ,CASH,48.9,6.1,55
29/04/2024,21,    ,CARD,43,0,43
30/04/2024,1,    ,CASH,163,0,163
30/04/2024,2,    ,CASH,166.95,30.05,197
30/04/2024,3,    ,CASH,293.56,27.44,321
30/04/2024,4,    ,CASH,126.42,4.58,131
30/04/2024,5,    ,CARD,113.14,6.86,120
30/04/2024,6,    ,CASH,110,0,110
30/04/2024,7,    ,CASH,76.27,13.73,90
30/04/2024,8,    ,SPLIT,72.86,2.14,75
30/04/2024,9,    ,CASH,77.47,1.53,79
30/04/2024,10,    ,CASH,1214.58,28.92,1244
30/04/2024,11,    ,CASH,885.15,31.85,917
30/04/2024,12,    ,CASH,87.93,1.07,89
30/04/2024,13,    ,CASH,61.25,8.75,70
01/05/2024,1,    ,SPLIT,171.55,0.95,173
01/05/2024,2,    ,CASH,46,0,46
01/05/2024,3,    ,CASH,47.5,0,48
01/05/2024,4,    ,CARD,154.05,5.95,160
01/05/2024,5,    ,CASH,97.95,3.05,101
01/05/2024,6,    ,CASH,70,0,70
01/05/2024,7,    ,CASH,46,0,46
01/05/2024,8,    ,CASH,89.95,3.05,93
01/05/2024,9,    ,CASH,1068.98,21.52,1091
01/05/2024,10,    ,CASH,296.79,12.71,310
01/05/2024,11,    ,CASH,78,0,78
01/05/2024,12,    ,CASH,285.67,4.58,290
01/05/2024,13,    ,CASH,227.55,23.45,251
01/05/2024,14,    ,CASH,40,0,40
01/05/2024,15,    ,CASH,96.95,3.05,100
02/05/2024,1,    ,CASH,143.03,12.97,156
02/05/2024,2,    ,CASH,196,0,196
02/05/2024,3,    ,CASH,76.5,0,77
02/05/2024,4,    ,CASH,208,0,208
02/05/2024,5,    ,CASH,48,0,48
02/05/2024,6,    ,CASH,204.61,6.43,211
02/05/2024,7,    ,CASH,401.25,15.25,417
02/05/2024,8,    ,CARD,85.67,1.33,87
02/05/2024,9,    ,CASH,435.15,6.35,442
02/05/2024,10,    ,CASH,17,0,17
02/05/2024,11,    ,CASH,293,0,293
02/05/2024,12,    ,CASH,275.27,13.73,289
02/05/2024,13,    ,CASH,80,0,80
03/05/2024,1,    ,CASH,194.5,0,195
